index	prefix	engaligns	greekaligns
1336	[I] 	['2:5.188:have', '2:5.188:in', '2:5.188:mind']	['2:5.188:νοέω']
1337		['2:5.188:these', '2:5.188:things']	['2:5.188:τὰ']
1338		['2:5.188:and']	['2:5.188:καὶ']
1339	[I] 	['2:5.188:will', '2:5.188:call', '2:5.188:attention', '2:5.188:to']	['2:5.188:φράσσομαι']
1340		['2:5.188:that', '2:5.188:which']	["2:5.188:ἅσσ'"]
1341		['2:5.189:might']	['2:5.188:ἂν']
1342	[I might] 	['2:5.189:plan']	['2:5.189:μηδοίμην']
1343		['2:5.189:for', '2:5.189:me']	['2:5.188:ἐμοί']
1344		['2:5.189:certainly']	['2:5.188:περ']
1345		['2:5.189:for[2]', '2:5.189:my', '2:5.189:own', '2:5.189:self']	['2:5.189:αὐτῇ']
1346		['2:5.189:when']	['2:5.189:ὅτε']
1347		['2:5.189:so', '2:5.189:great']	['2:5.189:τόσον']
1348		['2:5.189:need']	['2:5.189:χρειὼ']
1349	[it] 	['2:5.189:may', '2:5.189:come', '2:5.189:to']	['2:5.189:ἵκοι']
1350		['2:5.189:me[2]']	['2:5.189:με']
1351		['2:5.190:In', '2:5.190:fact']	['2:5.190:γὰρ']
1352		['2:5.190:my']	['2:5.190:ἐμοὶ']
1353		['2:5.190:mind']	['2:5.190:νόος']
1354	[it] 	['2:5.190:is']	['2:5.190:ἐστὶν']
1355		['2:5.190:honest']	['2:5.190:ἐναίσιμος']
1356		['2:5.190:and']	['2:5.190:δέ']
1357		['2:5.190:not']	['2:5.190:οὐ']
1358		['2:5.190:for', '2:5.190:me']	['2:5.190:μοι']
1359		['2:5.190:myself']	['2:5.190:αὐτῇ']
1360		['2:5.191:heart']	['2:5.191:θυμὸς']
1361		['2:5.191:in']	['2:5.191:ἐνὶ']
1362		['2:5.191:chest']	['2:5.191:στήθεσσι']
1363		['2:5.191:iron']	['2:5.191:σιδήρεος']
1364		['2:5.191:but']	["2:5.191:ἀλλ'"]
1365		['2:5.191:filled', '2:5.191:with', '2:5.191:sympathy']	['2:5.191:ἐλεήμων']
1366		['2:5.192:Having', '2:5.192:spoken']	["2:5.192:φωνήσασ'"]
1367		['2:5.192:in', '2:5.192:this', '2:5.192:way']	['2:5.192:ὣς']
1368		['2:5.192:then']	['2:5.192:ἄρα']
1369		['2:5.192:goddess']	['2:5.192:δῖα']
1370		['2:5.192:among', '2:5.192:goddesses']	['2:5.192:θεάων']
1371	[she] 	['2:5.192:led', '2:5.192:the', '2:5.192:way[2]']	['2:5.192:ἡγήσατο']
1372		['2:5.193:swiftly']	['2:5.193:καρπαλίμως']
1373		['2:5.193:he']	['2:5.193:ὁ']
1374		['2:5.193:then']	['2:5.193:ἔπειτα']
1375	[he] 	['2:5.193:began', '2:5.193:to', '2:5.193:walk']	['2:5.193:βαῖνε']
1376		['2:5.193:after']	["2:5.193:μετ'"]
1377		['2:5.193:footsteps']	['2:5.193:ἴχνια']
1378		['2:5.193:of', '2:5.193:goddess']	['2:5.193:θεοῖο']
1379	[they] 	['2:5.194:arrived', '2:5.194:at']	['2:5.194:ἷξον']
1380		['2:5.194:hollow']	['2:5.194:γλαφυρὸν']
1381		['2:5.194:cave']	['2:5.194:σπεῖος']
1382		['2:5.194:divinity']	['2:5.194:θεὸς']
1383		['2:5.194:and']	['2:5.194:καὶ']
1384		['2:5.194:then', '2:5.194:also']	['2:5.194:ἠδὲ']
1385		['2:5.194:man']	['2:5.194:ἀνήρ']
1386		['2:5.195:and']	['2:5.195:καί']
1387		['2:5.195:there']	['2:5.195:ἔνθα']
1388		['2:5.195:he']	['2:5.195:ὁ']
1389		['2:5.195:for', '2:5.195:his', '2:5.195:part']	['2:5.195:μὲν']
1390	[he] 	['2:5.195:sat', '2:5.195:down']	["2:5.195:καθέζετ'"]
1391		['2:5.195:upon']	['2:5.195:ἐπὶ']
1392		['2:5.195:chair']	['2:5.195:θρόνου']
1393		['2:5.195:from', '2:5.195:which']	['2:5.195:ἔνθεν']
1394	[he] 	['2:5.195:had', '2:5.195:just', '2:5.195:stood', '2:5.195:up']	['2:5.195:ἀνέστη']
1395		['2:5.196:Hermes']	['2:5.196:Ἑρμείας']
1396		['2:5.196:and']	["2:5.196:δ'"]
1397		['2:5.196:nymph']	['2:5.196:νύμφη']
1398	[he] 	['2:5.196:began', '2:5.196:to', '2:5.196:place']	['2:5.196:ἐτίθει']
1399		['2:5.196:beside']	['2:5.196:πάρα']
1400		['2:5.196:every', '2:5.196:kind', '2:5.196:of']	['2:5.196:πᾶσαν']
1401		['2:5.196:food']	['2:5.196:ἐδωδήν']
1402		['2:5.197:to', '2:5.197:eat']	['2:5.197:ἔσθειν']
1403		['2:5.197:and']	['2:5.197:καὶ']
1404		['2:5.197:to[2]', '2:5.197:drink']	['2:5.197:πίνειν']
1405		['2:5.197:—', '2:5.197:the', '2:5.197:sort', '2:5.197:that']	['2:5.197:οἷα']
1406		['2:5.197:mortal']	['2:5.197:βροτοὶ']
1407		['2:5.197:men']	['2:5.197:ἄνδρες']
1408	[they] 	['2:5.197:eat[2]']	['2:5.197:ἔδουσιν']
1409		['2:5.198:She', '2:5.198:herself']	['2:5.198:αὐτὴ']
1410	[she] 	['2:5.198:began', '2:5.198:to', '2:5.198:sit']	['2:5.198:ἷζεν']
1411		['2:5.198:opposite']	['2:5.198:ἀντίον']
1412		['2:5.198:god-like']	['2:5.198:θείοιο']
1413		['2:5.198:Odysseus']	['2:5.198:Ὀδυσσῆος']
1414		['2:5.199:and']	['2:5.199:δὲ']
1415		['2:5.199:beside']	["2:5.199:παρ'"]
1416		['2:5.199:her']	['2:5.199:τῇ']
1417		['2:5.199:servant-women']	['2:5.199:δμῳαὶ']
1418	[they] 	['2:5.199:placed']	['2:5.199:ἔθηκαν']
1419		['2:5.199:ambrosia']	['2:5.199:ἀμβροσίην']
1420		['2:5.199:and[2]']	['2:5.199:καὶ']
1421		['2:5.199:nectar']	['2:5.199:νέκταρ']
1422		['2:5.200:They']	['2:5.200:οἱ']
1423	[they] 	['2:5.200:began', '2:5.200:to', '2:5.200:lay']	['2:5.200:ἴαλλον']
1424		['2:5.200:hands']	['2:5.200:χεῖρας']
1425		['2:5.200:on']	["2:5.200:ἐπ'"]
1426		['2:5.200:prepared']	['2:5.200:ἑτοῖμα']
1427		['2:5.200:food']	["2:5.200:ὀνείαθ'"]
1428		['2:5.200:set', '2:5.200:before']	['2:5.200:προκείμενα']
1429		['2:5.201:Then']	['2:5.201:αὐτὰρ']
1430		['2:5.201:after']	['2:5.201:ἐπεὶ']
1431	[they] 	['2:5.201:enjoyed']	['2:5.201:τάρπησαν']
1432		['2:5.201:food']	['2:5.201:ἐδητύος']
1433		['2:5.201:and']	['2:5.201:ἠδὲ']
1434		['2:5.201:drink']	['2:5.201:ποτῆτος']
1435		['2:5.202:between', '2:5.202:them']	['2:5.202:τοῖς']
1436		['2:5.202:Calypso']	['2:5.202:Καλυψώ']
1437	[he] 	['2:5.202:first', '2:5.202:began']	['2:5.202:ἦρχε']
1438		['2:5.202:serious', '2:5.202:discussion']	['2:5.202:μύθων']
1439		['2:5.202:goddess']	['2:5.202:δῖα']
1440		['2:5.202:among', '2:5.202:goddesses']	['2:5.202:θεάων']
1441		['2:5.203:Zeus-born']	['2:5.203:διογενὲς']
1442		['2:5.203:son', '2:5.203:of', '2:5.203:Laertes']	['2:5.203:Λαερτιάδη']
1443		['2:5.203:much-inventive']	["2:5.203:πολυμήχαν'"]
1444		['2:5.203:Odysseus']	['2:5.203:Ὀδυσσεῦ']
1445		['2:5.204:in', '2:5.204:this', '2:5.204:way']	['2:5.204:οὕτω']
1446		['2:5.204:really']	['2:5.204:δὴ']
1447		['2:5.204:homeward']	['2:5.204:οἶκόνδε']
1448		['2:5.204:to']	['2:5.204:ἐς']
1449		['2:5.204:beloved']	['2:5.204:φίλην']
1450		['2:5.204:ancestral']	['2:5.204:πατρίδα']
1451		['2:5.204:land']	['2:5.204:γαῖαν']
1452		['2:5.205:right', '2:5.205:here']	['2:5.205:αὐτίκα']
1453		['2:5.205:and', '2:5.205:now']	['2:5.205:νῦν']
1454	[you (sg)] 	['2:5.205:wish']	['2:5.205:ἐθέλεις']
1455		['2:5.205:to', '2:5.205:go']	['2:5.205:ἰέναι']
1456		['2:5.205:But']	['2:5.205:δὲ']
1457		['2:5.205:as', '2:5.205:for', '2:5.205:you[2]']	['2:5.205:σὺ']
1458		['2:5.205:—', '2:5.205:good', '2:5.205:luck', '2:5.205:to[2]', '2:5.205:you[3]']	['2:5.205:χαῖρε']
1459		['2:5.205:for[2]', '2:5.205:that', '2:5.205:matter']	['2:5.205:καὶ']
1460		['2:5.205:all', '2:5.205:the', '2:5.205:same']	['2:5.205:ἔμπης']
1461		['2:5.206:If']	['2:5.206:εἴ']
1462		['2:5.206:only']	['2:5.206:γε']
1463		['2:5.206:to', '2:5.206:start', '2:5.206:with']	['2:5.206:μὲν']
1464	[you (sg)] 	['2:5.206:were', '2:5.206:to[2]', '2:5.206:know']	['2:5.206:εἰδείης']
1465		['2:5.206:in', '2:5.206:your']	['2:5.206:σῇσι']
1466		['2:5.206:gut']	['2:5.206:φρεσὶν']
1467		['2:5.206:however', '2:5.206:many']	['2:5.206:ὅσσα']
1468		['2:5.206:troubles']	["2:5.207:κήδε'"]
1469		['2:5.206:to[3]', '2:5.206:your[2]']	['2:5.206:τοι']
1470		['2:5.206:fate']	['2:5.206:αἶσα']
1471		['2:5.207:to', '2:5.207:fill', '2:5.207:up']	['2:5.207:ἀναπλῆσαι']
1472		['2:5.207:until']	['2:5.207:πρὶν']
1473		['2:5.207:arriving', '2:5.207:in']	['2:5.207:ἱκέσθαι']
1474		['2:5.207:ancestral']	['2:5.207:πατρίδα']
1475		['2:5.207:land']	['2:5.207:γαῖαν']
1476		['2:5.208:instead']	['2:5.208:αὖθι']
1477		['2:5.208:staying']	['2:5.208:μένων']
1478		['2:5.208:right', '2:5.208:here']	['2:5.208:ἐνθάδε']
1479		['2:5.208:would']	["2:5.208:κ'"]
1480	[you (sg)] 	['2:5.208:watch', '2:5.208:over']	['2:5.208:φυλάσσοις']
1481		['2:5.208:this', '2:5.208:very']	['2:5.208:τόδε']
1482		['2:5.208:house']	['2:5.208:δῶμα']
1483		['2:5.208:along', '2:5.208:with']	['2:5.208:σὺν']
1484		['2:5.208:me']	['2:5.208:ἐμοὶ']
1485		['2:5.209:and']	["2:5.209:τ'"]
1486	[you (sg)] 	['2:5.209:would', '2:5.209:be']	['2:5.209:εἴης']
1487		['2:5.209:immortal']	['2:5.209:ἀθάνατός']
1488		['2:5.209:even', '2:5.209:though']	['2:5.209:περ']
1489		['2:5.209:longing']	['2:5.209:ἱμειρόμενός']
1490		['2:5.209:to', '2:5.209:see']	['2:5.209:ἰδέσθαι']
1491		['2:5.210:your']	['2:5.210:σὴν']
1492		['2:5.210:wife']	['2:5.210:ἄλοχον']
1493		['2:5.210:she', '2:5.210:whom']	['2:5.210:τῆς']
1494		['2:5.210:always']	['2:5.210:αἰὲν']
1495	[you (sg)] 	['2:5.210:desire']	['2:5.210:ἐέλδεαι']
1496		['2:5.210:each', '2:5.210:and', '2:5.210:every']	['2:5.210:πάντα']
1497		['2:5.210:day']	['2:5.210:ἤματα']
1498		['2:5.211:for', '2:5.211:my', '2:5.211:part']	['2:5.211:μέν']
1499		['2:5.211:certainly']	['2:5.211:θην']
1500	[I] 	['2:5.211:claim', '2:5.211:with', '2:5.211:confidence']	['2:5.211:εὔχομαι']
1501		['2:5.211:to', '2:5.211:be']	['2:5.211:εἶναι']
1502		['2:5.211:not']	['2:5.211:οὐ']
1503		['2:5.211:inferior']	['2:5.211:χερείων']
1504		['2:5.211:to[2]', '2:5.211:that', '2:5.211:woman']	['2:5.211:κείνης']
1505		['2:5.211:anyway']	['2:5.211:γε']
1506		['2:5.212:neither']	['2:5.212:οὐ']
1507		['2:5.212:in', '2:5.212:form']	['2:5.212:δέμας']
1508		['2:5.212:and']	['2:5.212:δὲ']
1509		['2:5.212:not']	['2:5.212:οὐ[2]']
1510		['2:5.212:in[2]', '2:5.212:stature']	['2:5.212:φυήν']
1511		['2:5.212:since']	['2:5.212:ἐπεὶ']
1512		['2:5.212:is', '2:5.212:fitting']	['2:5.212:ἔοικεν']
1513		['2:5.212:also']	['2:5.212:δὲ[2]']
1514		['2:5.212:not[2]']	['2:5.212:οὐ[3]']
1515		['2:5.212:at', '2:5.212:all']	['2:5.212:πως']
1516		['2:5.213:mortal']	['2:5.213:θνητὰς']
1517		['2:5.213:should', '2:5.213:compete']	['2:5.213:ἐρίζειν']
1518		['2:5.213:with', '2:5.213:immortal', '2:5.213:women[2]']	['2:5.213:ἀθανάτῃσι']
1519		['2:5.213:in', '2:5.213:form']	['2:5.213:δέμας']
1520		['2:5.213:and']	['2:5.213:καὶ']
1521		['2:5.213:in[2]', '2:5.213:beauty']	['2:5.213:εἶδος']
1522		['2:5.214:Answering']	['2:5.214:ἀπαμειβόμενος']
1523		['2:5.214:her']	['2:5.214:τὴν']
1524		['2:5.214:Odysseus']	['2:5.214:Ὀδυσσεύς']
1525		['2:5.214:of', '2:5.214:many', '2:5.214:counsels']	['2:5.214:πολύμητις']
1526	[he] 	['2:5.214:spoke']	['2:5.214:προσέφη']
1527		['2:5.215:Revered']	['2:5.215:πότνα']
1528		['2:5.215:goddess']	['2:5.215:θεά']
1529		['2:5.215:do', '2:5.215:not']	['2:5.215:μή']
1530		['2:5.215:be', '2:5.215:angry']	['2:5.215:χώεο']
1531		['2:5.215:with', '2:5.215:me']	['2:5.215:μοι']
1532		['2:5.215:because', '2:5.215:of', '2:5.215:this', '2:5.215:thing']	['2:5.215:τόδε']
1533		['2:5.215:even']	['2:5.215:καὶ']
1534		['2:5.215:I', '2:5.215:myself']	['2:5.215:αὐτὸς']
1535	[I] 	['2:5.215:know']	['2:5.215:οἶδα']
1536		['2:5.216:all', '2:5.216:these', '2:5.216:things']	['2:5.216:πάντα']
1537		['2:5.216:entirely']	["2:5.216:μάλ'"]
1538		['2:5.216:because']	['2:5.216:οὕνεκα']
1539		['2:5.216:Penelope']	['2:5.216:Πηνελόπεια']
1540		['2:5.216:who', '2:5.216:is', '2:5.216:outstanding', '2:5.216:in', '2:5.216:understanding']	['2:5.216:περίφρων']
1541		['2:5.216:compared', '2:5.216:to', '2:5.216:you']	['2:5.216:σεῖο']
1542		['2:5.217:inferior']	['2:5.217:ἀκιδνοτέρη']
1543		['2:5.217:to', '2:5.217:look']	['2:5.217:ἰδέσθαι']
1544		['2:5.217:upon']	['2:5.217:εἰσάντα']
1545		['2:5.217:with', '2:5.217:respect', '2:5.217:to[2]', '2:5.217:form']	['2:5.217:εἶδος']
1546		['2:5.217:and']	["2:5.217:τ'"]
1547		['2:5.217:with[2]', '2:5.217:respect[2]', '2:5.217:to[3]', '2:5.217:height']	['2:5.217:μέγεθός']
1548		['2:5.218:for']	['2:5.218:γὰρ']
1549		['2:5.218:she']	['2:5.218:ἡ']
1550		['2:5.218:on', '2:5.218:the', '2:5.218:one', '2:5.218:hand']	['2:5.218:μὲν']
1551	[she] 	['2:5.218:is']	['2:5.218:ἐστι']
1552		['2:5.218:mortal']	['2:5.218:βροτός']
1553		['2:5.218:while', '2:5.218:on[2]', '2:5.218:the[2]', '2:5.218:other', '2:5.218:hand[2]']	["2:5.218:δ'"]
1554		['2:5.218:you', '2:5.218:yourself']	['2:5.218:σὺ']
1555		['2:5.218:undying']	['2:5.218:ἀθάνατος']
1556		['2:5.218:and']	['2:5.218:καὶ']
1557		['2:5.218:unaging']	['2:5.218:ἀγήρως']
1558		['2:5.219:But']	['2:5.219:ἀλλὰ']
1559		['2:5.219:even']	['2:5.219:καὶ']
1560		['2:5.219:so']	['2:5.219:ὣς']
1561	[I] 	['2:5.219:wish']	['2:5.219:ἐθέλω']
1562		['2:5.219:and', '2:5.219:even[2]']	['2:5.219:καὶ[2]']
1563	[I] 	['2:5.219:long']	['2:5.219:ἐέλδομαι']
1564		['2:5.219:each', '2:5.219:and[2]', '2:5.219:every']	['2:5.219:πάντα']
1565		['2:5.219:day']	['2:5.219:ἤματα']
1566		['2:5.220:both']	["2:5.220:τ'"]
1567		['2:5.220:to', '2:5.220:go']	['2:5.220:ἐλθέμεναι']
1568		['2:5.220:back', '2:5.220:home']	['2:5.220:οἴκαδέ']
1569		['2:5.220:and']	['2:5.220:καὶ']
1570		['2:5.220:to[2]', '2:5.220:see', '2:5.220:for', '2:5.220:myself']	['2:5.220:ἰδέσθαι']
1571		['2:5.220:day']	['2:5.220:ἦμαρ']
1572		['2:5.220:of', '2:5.220:return']	['2:5.220:νόστιμον']
1573		['2:5.221:If']	['2:5.221:εἰ']
1574		['2:5.221:any']	['2:5.221:τις']
1575		['2:5.221:of', '2:5.221:gods']	['2:5.221:θεῶν']
1576		['2:5.221:again']	['2:5.221:αὖ']
1577	[s/he] 	['2:5.221:should', '2:5.221:strike']	['2:5.221:ῥαίῃσι']
1578		['2:5.221:on']	['2:5.221:ἐνὶ']
1579		['2:5.221:wine-colored']	['2:5.221:οἴνοπι']
1580		['2:5.221:sea']	['2:5.221:πόντῳ']
1581	[I] 	['2:5.222:will', '2:5.222:endure']	['2:5.222:τλήσομαι']
1582		['2:5.222:having']	['2:5.222:ἔχων']
1583		['2:5.222:heart']	['2:5.222:θυμόν']
1584		['2:5.222:that', '2:5.222:endures']	['2:5.222:ταλαπενθέα']
1585		['2:5.222:in']	['2:5.222:ἐν']
1586		['2:5.222:chest']	['2:5.222:στήθεσσιν']
1587		['2:5.223:for']	['2:5.223:γὰρ']
1588		['2:5.223:already']	['2:5.223:ἤδη']
1589	[I] 	['2:5.223:have', '2:5.223:suffered']	['2:5.223:πάθον']
1590		['2:5.223:so', '2:5.223:very']	['2:5.223:μάλα']
1591		['2:5.223:many', '2:5.223:things']	['2:5.223:πολλὰ']
1592		['2:5.223:and']	['2:5.223:καὶ']
1593	[I] 	['2:5.223:have[2]', '2:5.223:struggled', '2:5.223:through']	['2:5.223:μόγησα']
1594		['2:5.223:many[2]', '2:5.223:things[2]']	['2:5.223:πολλὰ[2]']
1595		['2:5.224:waves']	['2:5.224:κύμασι']
1596		['2:5.224:and']	['2:5.224:καὶ']
1597		['2:5.224:in[2]', '2:5.224:warfare']	['2:5.224:πολέμῳ']
1598	[let it] 	['2:5.224:let', '2:5.224:take', '2:5.224:its', '2:5.224:place']	['2:5.224:γενέσθω']
1599		['2:5.224:also']	['2:5.224:καὶ[2]']
1600		['2:5.224:this']	['2:5.224:τόδε']
1601		['2:5.224:among']	['2:5.224:μετὰ']
1602		['2:5.224:those']	['2:5.224:τοῖσι']
1603		['2:5.225:So']	['2:5.225:ὣς']
1604	[he] 	['2:5.225:spoke']	["2:5.225:ἔφατ'"]
1605		['2:5.225:and']	["2:5.225:δ'"]
1606		['2:5.225:sun']	['2:5.225:ἠέλιος']
1607	[it] 	['2:5.225:sank']	['2:5.225:ἔδυ']
1608		['2:5.225:and[2]']	['2:5.225:καὶ']
1609		['2:5.225:dusk']	['2:5.225:κνέφας']
1610	[it] 	['2:5.225:came']	['2:5.225:ἦλθεν']
1611		['2:5.225:over']	['2:5.225:ἐπὶ']
1612		['2:5.226:having', '2:5.226:gone']	['2:5.226:ἐλθόντες']
1613		['2:5.226:in', '2:5.226:farthest', '2:5.226:corner']	['2:5.226:μυχῷ']
1614		['2:5.226:hollow']	['2:5.226:γλαφυροῖο']
1615		['2:5.226:cave']	['2:5.226:σπείους']
1616		['2:5.226:the[3]', '2:5.226:two']	['2:5.226:τώ']
1617	[the two of them] 	['2:5.227:began', '2:5.227:to', '2:5.227:enjoy', '2:5.227:themselves']	['2:5.227:τερπέσθην']
1618		['2:5.227:in', '2:5.227:love']	['2:5.227:φιλότητι']
1619		['2:5.227:remaining']	['2:5.227:μένοντες']
1620		['2:5.227:beside']	["2:5.227:παρ'"]
1621		['2:5.227:each', '2:5.227:other']	['2:5.227:ἀλλήλοισι']
1622		['2:5.228:When']	['2:5.228:ἦμος']
1623		['2:5.228:early']	['2:5.228:ἠριγένεια']
1624		['2:5.228:rosy-fingered']	['2:5.228:ῥοδοδάκτυλος']
1625		['2:5.228:Dawn']	['2:5.228:Ἠώς']
1626	[it] 	['2:5.228:appeared']	['2:5.228:φάνη']
1627		['2:5.229:at', '2:5.229:once']	["2:5.229:αὐτίχ'"]
1628		['2:5.229:he']	['2:5.229:ὁ']
1629		['2:5.229:on', '2:5.229:the', '2:5.229:one', '2:5.229:hand']	['2:5.229:μὲν']
1630	[he] 	['2:5.229:put', '2:5.229:on[2]']	["2:5.229:ἕννυτ'"]
1631		['2:5.229:both']	['2:5.229:τε']
1632		['2:5.229:cloak']	['2:5.229:χλαῖνάν']
1633		['2:5.229:and']	['2:5.229:τε[2]']
1634		['2:5.229:tunic']	['2:5.229:χιτῶνά']
1635		['2:5.229:Odysseus']	['2:5.229:Ὀδυσσεύς']
1636		['2:5.230:while']	["2:5.230:δ'"]
1637		['2:5.230:she', '2:5.230:herself']	['2:5.230:αὐτὴ']
1638	[he] 	['2:5.230:put', '2:5.230:on']	['2:5.230:ἕννυτο']
1639		['2:5.230:great']	['2:5.230:μέγα']
1640		['2:5.230:shining']	['2:5.230:ἀργύφεον']
1641		['2:5.230:mantle']	['2:5.230:φᾶρος']
1642		['2:5.230:nymph']	['2:5.230:νύμφη']
1643		['2:5.231:delicate']	['2:5.231:λεπτὸν']
1644		['2:5.231:and']	['2:5.231:καὶ']
1645		['2:5.231:graceful']	['2:5.231:χαρίεν']
1646		['2:5.231:and[2]']	['2:5.231:δὲ']
1647		['2:5.231:around']	['2:5.231:περὶ']
1648		['2:5.231:waist']	['2:5.231:ἰξυῖ']
1649	[she] 	['2:5.231:wrapped']	["2:5.231:βάλετ'"]
1650		['2:5.231:belt']	['2:5.231:ζώνην']
1651		['2:5.232:beautiful']	['2:5.232:καλὴν']
1652		['2:5.232:golden']	['2:5.232:χρυσείην']
1653		['2:5.232:and[2]']	["2:5.232:δ'"]
1654		['2:5.232:veil']	['2:5.232:καλύπτρην']
1655		['2:5.232:on', '2:5.232:top', '2:5.232:of']	['2:5.232:ἐφύπερθε']
1656		['2:5.232:head']	['2:5.232:κεφαλῇ']
1657		['2:5.233:Then']	["2:5.233:τότ'"]
1658	[he] 	['2:5.233:began', '2:5.233:to', '2:5.233:plan']	['2:5.233:μήδετο']
1659		['2:5.233:contribution', '2:5.233:to[2]', '2:5.233:the', '2:5.233:journey']	['2:5.233:πομπήν']
1660		['2:5.233:for', '2:5.233:great-hearted']	['2:5.233:μεγαλήτορι']
1661		['2:5.233:Odysseus']	['2:5.233:Ὀδυσσῆι']
1662	[he] 	['2:5.234:gave']	['2:5.234:δῶκέν']
1663		['2:5.234:to', '2:5.234:him']	['2:5.234:οἱ']
1664		['2:5.234:great']	['2:5.234:μέγαν']
1665		['2:5.234:ax']	['2:5.234:πέλεκυν']
1666		['2:5.234:closely', '2:5.234:fitted']	['2:5.234:ἄρμενον']
1667		['2:5.234:in']	['2:5.234:ἐν']
1668		['2:5.234:hands']	['2:5.234:παλάμῃσι']
1669		['2:5.235:made', '2:5.235:of', '2:5.235:bronze']	['2:5.235:χάλκεον']
1670		['2:5.235:sharpened']	['2:5.235:ἀκαχμένον']
1671		['2:5.235:on', '2:5.235:both', '2:5.235:sides']	['2:5.235:ἀμφοτέρωθεν']
1672		['2:5.235:Looking', '2:5.235:more', '2:5.235:closely']	['2:5.235:αὐτὰρ']
1673		['2:5.235:on[2]']	['2:5.235:ἐν']
1674		['2:5.235:itself']	['2:5.235:αὐτῷ']
1675		['2:5.236:handle']	['2:5.236:στειλειὸν']
1676		['2:5.236:very', '2:5.236:beautiful']	['2:5.236:περικαλλὲς']
1677		['2:5.236:made', '2:5.236:of', '2:5.236:olive-wood']	['2:5.236:ἐλάινον']
1678		['2:5.236:well']	['2:5.236:εὖ']
1679		['2:5.236:fastened']	['2:5.236:ἐναρηρός']
1680		['2:5.237:And', '2:5.237:and']	["2:5.237:δ'"]
1681	[she] 	['2:5.237:gave']	['2:5.237:δῶκε']
1682		['2:5.237:afterwards']	['2:5.237:ἔπειτα']
1683		["2:5.237:carpenter's", '2:5.237:ax']	['2:5.237:σκέπαρνον']
1684		['2:5.237:of', '2:5.237:polished', '2:5.237:metal']	['2:5.237:ἐύξοον']
1685	[she] 	['2:5.237:began', '2:5.237:to[2]', '2:5.237:lead']	['2:5.237:ἦρχε']
1686		['2:5.237:way']	['2:5.237:ὁδοῖο']
1687		['2:5.238:over']	["2:5.238:ἐπ'"]
1688		['2:5.238:edge']	['2:5.238:ἐσχατιῆς']
1689		['2:5.238:island']	['2:5.238:νήσου']
1690		['2:5.238:where']	['2:5.238:ὅθι']
1691		['2:5.238:trees']	['2:5.238:δένδρεα']
1692	[it] 	['2:5.238:had', '2:5.238:grown']	['2:5.238:πεφύκει']
1693		['2:5.238:tall']	['2:5.238:μακρὰ']
1694		['2:5.239:both', '2:5.239:and']	["2:5.239:τ'"]
1695		['2:5.239:alder']	['2:5.239:κλήθρη']
1696		['2:5.239:black', '2:5.239:poplar']	['2:5.239:αἴγειρός']
1697		['2:5.239:and[2]', '2:5.239:also']	["2:5.239:τ'[2]"]
1698		['2:5.239:fir']	['2:5.239:ἐλάτη']
1699	[they] 	['2:5.239:were']	['2:5.239:ἦν']
1700		['2:5.239:as', '2:5.239:high', '2:5.239:as[2]', '2:5.239:the', '2:5.239:heavens']	['2:5.239:οὐρανομήκης']
1701		['2:5.240:dry']	['2:5.240:αὖα']
1702		['2:5.240:for', '2:5.240:a', '2:5.240:long', '2:5.240:time']	['2:5.240:πάλαι']
1703		['2:5.240:well-seasoned']	['2:5.240:περίκηλα']
1704		['2:5.240:These']	['2:5.240:τά']
1705	[they] 	['2:5.240:would', '2:5.240:float']	['2:5.240:πλώοιεν']
1706		['2:5.240:lightly']	['2:5.240:ἐλαφρῶς']
1707		['2:5.240:for[2]', '2:5.240:him']	['2:5.240:οἱ']
1708		['2:5.241:As', '2:5.241:for', '2:5.241:her']	['2:5.241:αὐτὰρ']
1709		['2:5.241:after']	['2:5.241:ἐπεὶ']
1710	[she] 	['2:5.241:revealed']	["2:5.241:δεῖξ'"]
1711		['2:5.241:where']	['2:5.241:ὅθι']
1712		['2:5.241:trees']	['2:5.241:δένδρεα']
1713	[they] 	['2:5.241:had', '2:5.241:grown']	['2:5.241:πεφύκει']
1714		['2:5.241:tall']	['2:5.241:μακρὰ']
1715		['2:5.242:she']	['2:5.242:ἡ']
