index	prefix	engaligns	greekaligns
1193		['1:1.178:this']	['1:1.178:τό', "1:1.178:γ'"]
1194		['1:1.178:to', '1:1.178:you[2]']	['1:1.178:σοὶ']
1195		['1:1.179:Going']	['1:1.179:ἰὼν']
1196		['1:1.179:home']	["1:1.179:οἴκαδ'"]
1197		['1:1.179:with']	['1:1.179:σὺν']
1198		['1:1.179:both']	['1:1.179:τε']
1199		['1:1.179:your', '1:1.179:own']	['1:1.179:σῇς']
1200		['1:1.179:ships']	['1:1.179:νηυσί']
1201		['1:1.179:and']	['1:1.179:καὶ']
1202		['1:1.179:with[2]', '1:1.179:your[2]', '1:1.179:own[2]']	['1:1.179:σοῖς']
1203	[with] 	['1:1.179:comrades']	['1:1.179:ἑτάροισι']
1204	[(2nd sg imperative)you-sg] 	['1:1.180:lord', '1:1.180:it', '1:1.180:over']	['1:1.180:ἄνασσε']
1205		['1:1.180:Myrmidons']	['1:1.180:Μυρμιδόνεσσιν']
1206		['1:1.180:And']	["1:1.180:δ'"]
1207		['1:1.180:as', '1:1.180:for', '1:1.180:me']	['1:1.180:ἐγὼ']
1208		["1:1.180:don't"]	['1:1.180:οὐκ']
1209	[I] 	['1:1.180:give', '1:1.180:a', '1:1.180:damn', '1:1.180:about']	['1:1.180:ἀλεγίζω']
1210		['1:1.180:you']	['1:1.180:σέθεν']
1211		['1:1.181:nor']	['1:1.181:οὐ', "1:1.181:δ'"]
1212	[I] 	['1:1.181:worry', '1:1.181:about']	['1:1.181:ὄθομαι']
1213		['1:1.181:bearing', '1:1.181:a', '1:1.181:grudge']	['1:1.181:κοτέοντος']
1214		['1:1.181:But']	['1:1.181:δέ']
1215	[I] 	['1:1.181:will', '1:1.181:make', '1:1.181:threat']	['1:1.181:ἀπειλήσω']
1216		['1:1.181:following']	['1:1.181:ὧδε']
1217		['1:1.181:to', '1:1.181:you[2]']	['1:1.181:τοι']
1218		['1:1.182:as']	['1:1.182:ὡς']
1219		['1:1.182:Phoebus']	['1:1.182:Φοῖβος']
1220		['1:1.182:Apollo']	['1:1.182:Ἀπόλλων']
1221	[he] 	['1:1.182:is', '1:1.182:taking', '1:1.182:away', '1:1.182:for', '1:1.182:himself']	['1:1.182:ἀφαιρεῖται']
1222		['1:1.182:from', '1:1.182:me']	["1:1.182:ἔμ'"]
1223		['1:1.182:Chryseis']	['1:1.182:Χρυσηΐδα']
1224		['1:1.183:that', '1:1.183:woman']	['1:1.183:τὴν']
1225		['1:1.183:you', '1:1.183:can', '1:1.183:be', '1:1.183:sure']	['1:1.183:μὲν']
1226		['1:1.183:I']	['1:1.183:ἐγὼ']
1227		['1:1.183:will', '1:1.183:send', '1:1.183:on', '1:1.183:her', '1:1.183:way', '1:1.183:with']	['1:1.183:σὺν']
1228		['1:1.183:both']	["1:1.183:τ'"]
1229		['1:1.183:my', '1:1.183:own']	['1:1.183:ἐμῇ']
1230		['1:1.183:ship']	['1:1.183:νηΐ']
1231		['1:1.183:and']	['1:1.183:καὶ']
1232		['1:1.183:my[2]', '1:1.183:own[2]']	['1:1.183:ἐμοῖς']
1233		['1:1.183:comrades']	['1:1.183:ἑτάροισι']
1234		['1:1.184:For', '1:1.184:my', '1:1.184:part']	['1:1.184:ἐγὼ']
1235		['1:1.184:I', '1:1.184:will', '1:1.184:lead', '1:1.184:will', '1:1.184:lead']	["1:1.184:κ'", '1:1.184:ἄγω']
1236		['1:1.184:beautiful-cheeked']	['1:1.184:καλλιπάρῃον']
1237		['1:1.184:Briseis']	['1:1.184:Βρισηΐδα']
1238		['1:1.185:that']	['1:1.185:τὸ', '1:1.185:δὲ']
1239		['1:1.185:prize']	['1:1.185:γέρας']
1240		['1:1.185:of', '1:1.185:yours']	['1:1.185:σὸν']
1241		['1:1.185:going']	['1:1.185:ἰὼν']
1242		['1:1.185:myself']	['1:1.185:αὐτὸς']
1243		['1:1.185:resting-place']	['1:1.185:κλισίην']
1244		['1:1.185:so', '1:1.185:that[2]']	["1:1.185:ὄφρ'"]
1245		['1:1.185:will', '1:1.185:clearly']	['1:1.185:ἐῢ']
1246	[you-sg] 	['1:1.185:see']	['1:1.185:εἰδῇς']
1247		['1:1.186:how', '1:1.186:greatly']	['1:1.186:ὅσσον']
1248	[I] 	['1:1.186:am']	['1:1.186:εἰμι']
1249		['1:1.186:superior', '1:1.186:to']	['1:1.186:φέρτερός']
1250		['1:1.186:you']	['1:1.186:σέθεν']
1251		['1:1.186:and']	['1:1.186:δὲ']
1252		['1:1.186:another', '1:1.186:man']	['1:1.186:ἄλλος']
1253		['1:1.186:as', '1:1.186:well']	['1:1.186:καὶ']
1254	[he] 	['1:1.186:will', '1:1.186:fear']	['1:1.186:στυγέῃ']
1255		['1:1.187:to', '1:1.187:declare', '1:1.187:himself']	['1:1.187:φάσθαι']
1256		['1:1.187:equal']	['1:1.187:ἶσον']
1257		['1:1.187:to[2]', '1:1.187:me']	['1:1.187:ἐμοὶ']
1258		['1:1.187:and']	['1:1.187:καὶ']
1259		['1:1.187:to[3]', '1:1.187:treat', '1:1.187:himself[2]', '1:1.187:as', '1:1.187:a', '1:1.187:peer']	['1:1.187:ὁμοιωθήμεναι']
1260		['1:1.187:to[4]', '1:1.187:my', '1:1.187:face']	['1:1.187:ἄντην']
1261		['1:1.188:So']	['1:1.188:ὣς']
1262	[he] 	['1:1.188:spoke']	['1:1.188:φάτο']
1263		['1:1.188:And', '1:1.188:pain']	['1:1.188:ἄχος']
1264	[it] 	['1:1.188:materialized']	["1:1.188:γένετ'"]
1265		['1:1.188:son', '1:1.188:of', '1:1.188:Peleus']	['1:1.188:Πηλεΐωνι']
1266		['1:1.188:heart']	['1:1.188:ἦτορ']
1267		['1:1.189:in']	['1:1.188:ἐν']
1268		['1:1.189:his']	['1:1.188:οἱ']
1269		['1:1.189:hairy']	['1:1.189:λασίοισι']
1270		['1:1.189:chest']	['1:1.189:στήθεσσιν']
1271	[it] 	['1:1.189:was', '1:1.189:torn']	['1:1.189:μερμήριξεν']
1272		['1:1.189:in[2]', '1:1.189:two', '1:1.189:directions']	['1:1.189:διάνδιχα']
1273		['1:1.190:whether']	['1:1.190:ἢ']
1274		['1:1.190:HE']	['1:1.190:ὅ', '1:1.190:γε']
1275		['1:1.190:having', '1:1.190:drawn', '1:1.190:for', '1:1.190:himself']	['1:1.190:ἐρυσσάμενος']
1276		['1:1.190:sharp']	['1:1.190:ὀξὺ']
1277		['1:1.190:sword']	['1:1.190:φάσγανον']
1278		['1:1.190:from', '1:1.190:beside']	['1:1.190:παρὰ']
1279		['1:1.190:thigh']	['1:1.190:μηροῦ']
1280	[he] 	['1:1.191:would', '1:1.191:make', '1:1.191:stand', '1:1.191:back']	['1:1.191:ἀναστήσειεν']
1281		['1:1.191:first']	['1:1.191:μὲν']
1282		['1:1.191:those', '1:1.191:men']	['1:1.191:τοὺς']
1283		['1:1.191:while', '1:1.191:he', '1:1.191:for', '1:1.191:his', '1:1.191:part']	["1:1.191:δ'"]
1284		['1:1.191:he', '1:1.191:for', '1:1.191:his', '1:1.191:part']	['1:1.191:ὃ']
1285		['1:1.191:would[2]', '1:1.191:kill']	['1:1.191:ἐναρίζοι']
1286		['1:1.191:son', '1:1.191:of', '1:1.191:Atreus']	['1:1.191:Ἀτρεΐδην']
1287		['1:1.192:or']	['1:1.192:ἦε']
1288	[he] 	['1:1.192:could', '1:1.192:stop']	['1:1.192:παύσειεν']
1289		['1:1.192:anger']	['1:1.192:χόλον']
1290		['1:1.192:and']	['1:1.192:τε']
1291	[he] 	['1:1.192:restrain']	['1:1.192:ἐρητύσειέ']
1292		['1:1.192:heart']	['1:1.192:θυμόν']
1293		['1:1.193:As']	['1:1.193:ἧος']
1294		['1:1.193:he']	['1:1.193:ὃ']
1295	[he] 	['1:1.193:was', '1:1.193:turning', '1:1.193:over']	['1:1.193:ὥρμαινε']
1296		['1:1.193:these', '1:1.193:things']	["1:1.193:ταῦθ'"]
1297		['1:1.193:through']	['1:1.193:κατὰ']
1298		['1:1.193:thoughts']	['1:1.193:φρένα']
1299		['1:1.193:and']	['1:1.193:καὶ']
1300		['1:1.193:through[2]']	['1:1.193:κατὰ[2]']
1301		['1:1.193:heart']	['1:1.193:θυμόν']
1302	[he] 	['1:1.194:was', '1:1.194:beginning', '1:1.194:to', '1:1.194:pull', '1:1.194:for', '1:1.194:himself', '1:1.194:beginning', '1:1.194:to', '1:1.194:pull', '1:1.194:for', '1:1.194:himself', '1:1.194:but']	['1:1.194:ἕλκετο', "1:1.194:δ'"]
1303		['1:1.194:from']	['1:1.194:ἐκ']
1304		['1:1.194:sheath']	['1:1.194:κολεοῖο']
1305		['1:1.194:great']	['1:1.194:μέγα']
1306		['1:1.194:sword']	['1:1.194:ξίφος']
1307		['1:1.194:Athena']	['1:1.194:Ἀθήνη']
1308	[she] 	['1:1.194:came']	['1:1.194:ἦλθε']
1309		['1:1.195:from', '1:1.195:heaven']	['1:1.195:οὐρανόθεν']
1310		['1:1.195:The', '1:1.195:reason', '1:1.195:for', '1:1.195:this', '1:1.195:was', '1:1.195:that']	['1:1.195:γὰρ']
1311		['1:1.195:white-armed']	['1:1.195:λευκώλενος']
1312		['1:1.195:goddess']	['1:1.195:θεὰ']
1313		['1:1.195:Hera']	['1:1.195:Ἥρη']
1314	[she] 	['1:1.195:sent']	['1:1.195:ἧκε']
1315		['1:1.195:forth']	['1:1.195:πρὸ']
1316		['1:1.196:both']	['1:1.196:τε']
1317		['1:1.196:caring', '1:1.196:about']	['1:1.196:φιλέουσά']
1318		['1:1.196:and']	['1:1.196:τε[2]']
1319		['1:1.196:concerned']	['1:1.196:κηδομένη']
1320		['1:1.196:two', '1:1.196:men']	['1:1.196:ἄμφω']
1321		['1:1.196:equally']	['1:1.196:ὁμῶς']
1322		['1:1.196:in', '1:1.196:her', '1:1.196:heart']	['1:1.196:θυμῷ']
1323	[she] 	['1:1.197:stood']	['1:1.197:στῆ', "1:1.197:δ'"]
1324		['1:1.197:behind']	['1:1.197:ὄπιθεν']
1325		['1:1.197:and']	['1:1.197:δὲ']
1326		['1:1.197:light']	['1:1.197:ξανθῆς']
1327		['1:1.197:hair']	['1:1.197:κόμης']
1328	[she] 	['1:1.197:gripped']	['1:1.197:ἕλε']
1329		['1:1.197:son', '1:1.197:of', '1:1.197:Peleus']	['1:1.197:Πηλεΐωνα']
1330		['1:1.198:making', '1:1.198:herself', '1:1.198:visible']	['1:1.198:φαινομένη']
1331		['1:1.198:to', '1:1.198:him', '1:1.198:alone']	['1:1.198:οἴῳ']
1332		['1:1.198:None']	['1:1.198:οὔ', '1:1.198:τις']
1333		['1:1.198:of', '1:1.198:the']	['1:1.198:τῶν']
1334		['1:1.198:others']	['1:1.198:ἄλλων', "1:1.198:δ'"]
1335		['1:1.198:could', '1:1.198:see']	['1:1.198:ὁρᾶτο']
1336		['1:1.199:Achilles']	['1:1.199:Ἀχιλεύς']
1337	[he] 	['1:1.199:was', '1:1.199:astonished', '1:1.199:astonished', '1:1.199:and', '1:1.199:And']	['1:1.199:θάμβησεν', "1:1.199:δ'"]
1338	[he] 	['1:1.199:turned', '1:1.199:himself']	["1:1.199:ἐτράπετ'"]
1339		['1:1.199:around']	['1:1.199:μετὰ']
1340		['1:1.199:right', '1:1.199:then', '1:1.199:and[2]', '1:1.199:there']	['1:1.199:αὐτίκα']
1341	[he] 	['1:1.199:recognized']	['1:1.199:ἔγνω']
1342		['1:1.200:Pallas']	["1:1.200:Παλλάδ'"]
1343		['1:1.200:Athena']	['1:1.200:Ἀθηναίην']
1344		['1:1.200:and']	['1:1.200:δέ']
1345		['1:1.200:her']	['1:1.200:οἱ']
1346		['1:1.200:two', '1:1.200:eyes']	['1:1.200:ὄσσε']
1347	[it-dual] 	['1:1.200:appeared']	['1:1.200:φάανθεν']
1348		['1:1.200:terrifying']	['1:1.200:δεινὼ']
1349		['1:1.201:Having', '1:1.201:addressed']	['1:1.201:φωνήσας']
1350		['1:1.201:her']	['1:1.201:μιν']
1351	[he] 	['1:1.201:began', '1:1.201:to', '1:1.201:give', '1:1.201:voice', '1:1.201:to[2]']	['1:1.201:προσηύδα']
1352		['1:1.201:winged']	['1:1.201:πτερόεντα']
1353		['1:1.201:words']	['1:1.201:ἔπεα']
1354		['1:1.202:There', '1:1.202:you', '1:1.202:are']	["1:1.202:αὖτ'"]
1355		['1:1.202:Why']	["1:1.202:τίπτ'"]
1356		['1:1.202:daughter']	['1:1.202:τέκος']
1357		['1:1.202:of', '1:1.202:aegis-holding']	['1:1.202:αἰγιόχοιο']
1358		['1:1.202:Zeus']	['1:1.202:Διὸς']
1359	[you-sg] 	['1:1.202:come']	['1:1.202:εἰλήλουθας']
1360		['1:1.203:Is', '1:1.203:it']	['1:1.203:ἦ']
1361		['1:1.203:so', '1:1.203:that']	['1:1.203:ἵνα']
1362	[you-sg] 	['1:1.203:might', '1:1.203:see', '1:1.203:for', '1:1.203:yourself']	['1:1.203:ἴδῃ']
1363		['1:1.203:outrageous', '1:1.203:behavior']	['1:1.203:ὕβριν']
1364		['1:1.203:of', '1:1.203:Agamemnon']	['1:1.203:Ἀγαμέμνονος']
1365		['1:1.203:son', '1:1.203:of[2]', '1:1.203:Atreus']	['1:1.203:Ἀτρεΐδαο']
1366		['1:1.204:Whatever', '1:1.204:the', '1:1.204:answer']	["1:1.204:ἀλλ'"]
1367	[I] 	['1:1.204:will', '1:1.204:tell', '1:1.204:tell']	['1:1.204:ἔκ', '1:1.204:ἐρέω']
1368		['1:1.204:you']	['1:1.204:τοι']
1369		['1:1.204:And']	['1:1.204:δὲ']
1370		['1:1.204:this']	['1:1.204:τὸ']
1371		['1:1.204:as', '1:1.204:well']	['1:1.204:καὶ']
1372	[I] 	['1:1.204:expect']	['1:1.204:ὀΐω']
1373		['1:1.204:to', '1:1.204:be', '1:1.204:fulfilled']	['1:1.204:τελέεσθαι']
1374		['1:1.205:by', '1:1.205:his']	['1:1.205:ᾗς']
1375		['1:1.205:outrageous', '1:1.205:actions']	['1:1.205:ὑπεροπλίῃσι']
1376		['1:1.205:soon']	["1:1.205:τάχ'", '1:1.205:ποτε']
1377	[he] 	['1:1.205:will', '1:1.205:destroy', '1:1.205:destroy']	['1:1.205:ἄν', '1:1.205:ὀλέσσῃ']
1378		['1:1.205:life']	['1:1.205:θυμὸν']
1379		['1:1.206:Then']	["1:1.206:δ'", '1:1.206:αὖτε']
1380		['1:1.206:to', '1:1.206:him']	['1:1.206:τὸν']
1381		['1:1.206:goddess']	['1:1.206:θεὰ']
1382	[she] 	['1:1.206:spoke']	['1:1.206:προσέειπε']
1383		['1:1.206:owl-eyed']	['1:1.206:γλαυκῶπις']
1384		['1:1.206:Athena']	['1:1.206:Ἀθήνη']
1385		['1:1.207:for', '1:1.207:my', '1:1.207:part']	['1:1.207:ἐγὼ']
1386	[I] 	['1:1.207:came']	['1:1.207:ἦλθον']
1387		['1:1.207:in', '1:1.207:order', '1:1.207:to', '1:1.207:stop']	['1:1.207:παύσουσα']
1388		['1:1.207:this']	['1:1.207:τὸ']
1389		['1:1.207:rage']	['1:1.207:μένος']
1390		['1:1.207:of', '1:1.207:yours']	['1:1.207:σὸν']
1391		['1:1.207:--', '1:1.207:if']	['1:1.207:αἴ']
1392	[you-sg] 	['1:1.207:might', '1:1.207:obey', '1:1.207:obey']	['1:1.207:κε', '1:1.207:πίθηαι']
1393		['1:1.208:down', '1:1.208:from', '1:1.208:the', '1:1.208:heavens']	['1:1.208:οὐρανόθεν']
1394		['1:1.208:white-armed']	['1:1.208:λευκώλενος']
1395		['1:1.208:goddess']	['1:1.208:θεὰ']
1396		['1:1.208:Hera']	['1:1.208:Ἥρη']
1397	[she] 	['1:1.208:sent']	['1:1.208:ἧκε']
1398		['1:1.208:me']	["1:1.208:μ'"]
1399		['1:1.208:forth']	['1:1.208:πρὸ']
1400		['1:1.209:both']	['1:1.209:τε']
1401		['1:1.209:caring', '1:1.209:about']	['1:1.209:φιλέουσά']
1402		['1:1.209:and']	['1:1.209:τε[2]']
1403		['1:1.209:concerned']	['1:1.209:κηδομένη']
1404		['1:1.209:for', '1:1.209:both[2]']	['1:1.209:ἄμφω']
1405		['1:1.209:equally']	['1:1.209:ὁμῶς']
1406		['1:1.209:heart']	['1:1.209:θυμῷ']
1407		['1:1.210:Instead']	["1:1.210:ἀλλ'"]
1408	[(2nd sg imperative)you-sg] 	['1:1.210:come', '1:1.210:on']	['1:1.210:ἄγε']
1409	[(2nd sg imperative)you-sg] 	['1:1.210:Step', '1:1.210:away', '1:1.210:from']	["1:1.210:λῆγ'"]
1410		['1:1.210:quarrel']	['1:1.210:ἔριδος']
1411		['1:1.210:Do', '1:1.210:not']	['1:1.210:μη']
1412	[(2nd sg imperative)you-sg] 	['1:1.210:keep', '1:1.210:drawing', '1:1.210:for', '1:1.210:yourself']	['1:1.210:ἕλκεο']
1413		['1:1.210:sword']	['1:1.210:ξίφος']
1414		['1:1.210:in', '1:1.210:hand']	['1:1.210:χειρί']
1415		['1:1.211:Instead', '1:1.211:by', '1:1.211:all', '1:1.211:means', '1:1.211:all', '1:1.211:means']	["1:1.211:ἀλλ'", '1:1.211:ἤτοι']
1416		['1:1.211:with', '1:1.211:words']	['1:1.211:ἔπεσιν']
1417		['1:1.211:as', '1:1.211:much', '1:1.211:as[2]', '1:1.211:you', '1:1.211:please']	['1:1.211:μὲν']
1418	[(2nd sg imperative)you-sg] 	['1:1.211:paint', '1:1.211:him', '1:1.211:a', '1:1.211:nasty', '1:1.211:picture', '1:1.211:of']	['1:1.211:ὀνείδισον']
1419		['1:1.211:how']	['1:1.211:ὡς']
1420		['1:1.211:he', '1:1.211:can', '1:1.211:be', '1:1.211:sure']	['1:1.211:περ']
1421	[it] 	['1:1.211:will', '1:1.211:be[2]']	['1:1.211:ἔσεταί']
1422		['1:1.212:Because']	['1:1.212:γὰρ']
1423	[I] 	['1:1.212:will', '1:1.212:tell']	['1:1.212:ἐξερέω']
1424		['1:1.212:how', '1:1.212:this', '1:1.212:is', '1:1.212:is[2]']	['1:1.212:ὧδε']
1425		['1:1.212:And']	['1:1.212:δὲ']
1426		['1:1.212:as', '1:1.212:well']	['1:1.212:καὶ']
1427		['1:1.212:this[2]']	['1:1.212:τὸ']
1428	[it] 	['1:1.212:will[2]', '1:1.212:in', '1:1.212:reality']	['1:1.212:ἔσται']
1429		['1:1.212:be', '1:1.212:fulfilled']	['1:1.212:τετελεσμένον']
1430		['1:1.213:In', '1:1.213:the', '1:1.213:future']	['1:1.213:ποτέ']
1431		['1:1.213:there', '1:1.213:will', '1:1.213:be', '1:1.213:present']	['1:1.213:παρέσσεται']
1432		['1:1.213:in', '1:1.213:your', '1:1.213:possession']	['1:1.213:τοι']
1433		['1:1.213:three', '1:1.213:times']	['1:1.213:τρὶς']
1434		['1:1.213:as', '1:1.213:many']	['1:1.213:τόσσα']
1435		['1:1.213:shining']	['1:1.213:ἀγλαὰ']
1436		['1:1.213:gifts']	['1:1.213:δῶρα']
1437		['1:1.214:because', '1:1.214:of']	['1:1.214:εἵνεκα']
1438		['1:1.214:outrageous', '1:1.214:behavior']	['1:1.214:ὕβριος']
1439		['1:1.214:that', '1:1.214:we', '1:1.214:see', '1:1.214:here']	['1:1.214:τῆσδε']
1440		['1:1.214:you']	['1:1.214:σὺ']
1441	[(2nd sg imperative)you-sg] 	['1:1.214:hold', '1:1.214:yourself', '1:1.214:back']	['1:1.214:ἴσχεο']
1442	[(2nd sg imperative)you-sg] 	['1:1.214:Listen', '1:1.214:to']	['1:1.214:πείθεο']
1443		['1:1.214:to[2]', '1:1.214:us']	['1:1.214:ἡμῖν']
1444		['1:1.215:And']	["1:1.215:δ'"]
1445		['1:1.215:replying']	['1:1.215:ἀπαμειβόμενος']
1446		['1:1.215:swift-footed']	['1:1.215:πόδας', '1:1.215:ὠκὺς']
1447		['1:1.215:Achilles']	['1:1.215:Ἀχιλλεύς']
1448	[he] 	['1:1.215:said', '1:1.215:to']	['1:1.215:προσέφη']
1449		['1:1.215:her']	['1:1.215:τὴν']
1450		['1:1.216:Of', '1:1.216:course']	['1:1.216:μὲν']
1451		['1:1.216:goddess']	['1:1.216:θεὰ']
1452	[he] 	['1:1.216:it', '1:1.216:is', '1:1.216:necessary']	['1:1.216:χρὴ']
1453		['1:1.216:to', '1:1.216:heed']	['1:1.216:εἰρύσσασθαι']
1454		['1:1.216:a', '1:1.216:statement']	['1:1.216:ἔπος']
1455		['1:1.216:two', '1:1.216:of', '1:1.216:you']	['1:1.216:σφωΐτερόν']
1456		['1:1.217:even']	['1:1.217:καὶ']
1457		['1:1.217:though']	['1:1.217:περ']
1458		['1:1.217:really']	['1:1.217:μάλα']
1459		['1:1.217:filled', '1:1.217:up', '1:1.217:with', '1:1.217:anger']	['1:1.217:κεχολωμένον']
1460		['1:1.217:in', '1:1.217:heart']	['1:1.217:θυμῷ']
1461		['1:1.217:For']	['1:1.217:γὰρ']
1462		['1:1.217:better']	['1:1.217:ἄμεινον']
1463		['1:1.217:this', '1:1.217:way']	['1:1.217:ὧς']
1464		['1:1.218:Whoever']	['1:1.218:ὅς']
1465	[he] 	['1:1.218:obeys']	['1:1.218:κε', '1:1.218:ἐπιπείθηται']
1466		['1:1.218:gods']	['1:1.218:θεοῖς']
1467		['1:1.218:really']	['1:1.218:μάλα', "1:1.218:τ'"]
1468	[they] 	['1:1.218:listen', '1:1.218:to']	['1:1.218:ἔκλυον']
1469		['1:1.218:that', '1:1.218:man']	['1:1.218:αὐτοῦ']
1470	[he] 	['1:1.219:spoke']	['1:1.219:ἦ']
1471		['1:1.219:And']	['1:1.219:καὶ']
1472		['1:1.219:on']	["1:1.219:ἐπ'"]
1473		['1:1.219:silver']	['1:1.219:ἀργυρέῃ']
1474		['1:1.219:hilt']	['1:1.219:κώπῃ']
1475	[he] 	['1:1.219:held']	['1:1.219:σχέθε']
1476		['1:1.219:heavy']	['1:1.219:βαρεῖαν']
1477		['1:1.219:hand']	['1:1.219:χεῖρα']
1478		['1:1.220:Back']	['1:1.220:ἂψ']
1479		['1:1.220:into']	['1:1.220:ἐς']
1480		['1:1.220:sheath']	['1:1.220:κουλεὸν']
1481	[he] 	['1:1.220:shoved']	['1:1.220:ὦσε']
1482		['1:1.220:great']	['1:1.220:μέγα']
1483		['1:1.220:sword']	['1:1.220:ξίφος']
1484		['1:1.220:and']	["1:1.220:δ'"]
1485		['1:1.220:did', '1:1.220:not']	['1:1.220:οὐ']
1486	[he did] 	['1:1.220:disobey']	['1:1.220:ἀπίθησε']
1487		['1:1.221:command']	['1:1.221:μύθῳ']
1488		['1:1.221:of', '1:1.221:Athena']	['1:1.221:Ἀθηναίης']
1489		['1:1.221:But']	["1:1.221:δ'"]
1490		['1:1.221:as', '1:1.221:for', '1:1.221:that', '1:1.221:goddess']	['1:1.221:ἣ']
1491	[she] 	['1:1.221:had', '1:1.221:already', '1:1.221:departed']	['1:1.221:βεβήκει']
1492		['1:1.221:to']	['1:1.221:δὲ']
1493		['1:1.221:Olympus']	['1:1.221:Οὔλυμπον']
1494		['1:1.222:into']	['1:1.222:ἐς']
1495		['1:1.222:home']	["1:1.222:δώματ'"]
1496		['1:1.222:of', '1:1.222:aegis-holding']	['1:1.222:αἰγιόχοιο']
1497		['1:1.222:Zeus']	['1:1.222:Διὸς']
1498		['1:1.222:among']	['1:1.222:μετὰ']
1499		['1:1.222:other']	['1:1.222:ἄλλους']
1500		['1:1.222:divinities']	['1:1.222:δαίμονας']
1501		['1:1.223:son', '1:1.223:of', '1:1.223:Peleus', '1:1.223:of', '1:1.223:Peleus']	['1:1.223:Πηλεΐδης', "1:1.223:δ'"]
1502		['1:1.223:yet', '1:1.223:again']	['1:1.223:ἐξαῦτις']
1503		['1:1.223:with', '1:1.223:harsh']	['1:1.223:ἀταρτηροῖς']
1504	[with] 	['1:1.223:words']	['1:1.223:ἐπέεσσιν']
1505	[he] 	['1:1.224:spoke', '1:1.224:to']	['1:1.224:προσέειπε']
1506		['1:1.224:son', '1:1.224:of', '1:1.224:Atreus']	['1:1.224:Ἀτρεΐδην']
1507		['1:1.224:And']	['1:1.224:καὶ']
1508		['1:1.224:was', '1:1.224:not']	['1:1.224:οὔ']
1509		['1:1.224:yet']	['1:1.224:πω']
1510	[he was] 	['1:1.224:stepping', '1:1.224:away', '1:1.224:from']	['1:1.224:λῆγε']
1511		['1:1.224:anger']	['1:1.224:χόλοιο']
1512		['1:1.225:Swollen', '1:1.225:with', '1:1.225:wine']	['1:1.225:οἰνοβαρές']
1513		['1:1.225:having']	['1:1.225:ἔχων']
1514		['1:1.225:eyes']	["1:1.225:ὄμματ'"]
1515	[of a] 	['1:1.225:dog']	['1:1.225:κυνὸς']
1516		['1:1.225:but']	["1:1.225:δ'"]
1517		['1:1.225:heart']	['1:1.225:κραδίην']
1518	[of a] 	['1:1.225:deer']	['1:1.225:ἐλάφοιο']
1519		['1:1.226:not']	['1:1.226:οὔτέ']
1520		['1:1.226:ever']	["1:1.226:ποτ'"]
1521		['1:1.226:to', '1:1.226:arm', '1:1.226:yourself']	['1:1.226:θωρηχθῆναι']
1522		['1:1.226:for']	['1:1.226:ἐς']
1523		['1:1.226:battle']	['1:1.226:πόλεμον']
1524		['1:1.226:together']	['1:1.226:ἅμα']
1525	[with] 	['1:1.226:army']	['1:1.226:λαῷ']
1526		['1:1.227:nor']	['1:1.227:οὔ', '1:1.227:τε']
1527		['1:1.227:to', '1:1.227:enter']	['1:1.227:ἰέναι']
1528		['1:1.227:ambush']	['1:1.227:λόχον', "1:1.227:δ'"]
1529		['1:1.227:with']	['1:1.227:σὺν']
1530		['1:1.227:most', '1:1.227:outstanding']	['1:1.227:ἀριστήεσσιν']
1531	[of] 	['1:1.227:Achaeans']	['1:1.227:Ἀχαιῶν']
1532	[you-sg] 	['1:1.228:had', '1:1.228:the', '1:1.228:fortitude']	['1:1.228:τέτληκας']
1533	[in] 	['1:1.228:heart']	['1:1.228:θυμῷ']
1534		['1:1.228:That']	['1:1.228:τὸ']
1535	[it] 	['1:1.228:seems']	['1:1.228:εἴδεται']
1536		['1:1.228:to', '1:1.228:you[2]']	['1:1.228:τοι']
1537		['1:1.228:to[2]', '1:1.228:be']	['1:1.228:εἶναι']
1538		['1:1.228:death']	['1:1.228:κὴρ']
1539		['1:1.229:Surely']	['1:1.229:ἦ']
1540	[it] 	['1:1.229:is']	['1:1.229:ἐστι']
1541		['1:1.229:much']	['1:1.229:πολὺ']
1542		['1:1.229:more', '1:1.229:preferable']	['1:1.229:λώϊόν']
1543		['1:1.229:along']	['1:1.229:κατὰ']
1544		['1:1.229:broad']	['1:1.229:εὐρὺν']
1545		['1:1.229:camp']	['1:1.229:στρατὸν']
1546	[of] 	['1:1.229:Achaeans']	['1:1.229:Ἀχαιῶν']
1547		['1:1.230:to', '1:1.230:take', '1:1.230:away', '1:1.230:for', '1:1.230:yourself']	['1:1.230:ἀποαιρεῖσθαι']
